State	PresidentialCandidate	Electoral Vote	Popular Vote	Year	PoliticalParty
New York	Ronald Reagan	36	3,664,763	1984.0	Republican
New York	Walter Mondale	0	3,119,609	1984.0	Democratic
New York	Other (+)	0	22,438	1984.0	 - 
North Carolina	Ronald Reagan	13	1,346,481	1984.0	Republican
North Carolina	Walter Mondale	0	824,287	1984.0	Democratic
North Carolina	Other (+)	0	4,593	1984.0	 - 
North Dakota	Ronald Reagan	3	200,336	1984.0	Republican
North Dakota	Walter Mondale	0	104,429	1984.0	Democratic
North Dakota	Other (+)	0	4,206	1984.0	 - 
Ohio	Ronald Reagan	23	2,678,560	1984.0	Republican
Ohio	Walter Mondale	0	1,825,440	1984.0	Democratic
Ohio	Other (+)	0	43,619	1984.0	 - 
Oklahoma	Ronald Reagan	8	861,530	1984.0	Republican
Oklahoma	Walter Mondale	0	385,080	1984.0	Democratic
Oklahoma	Other (+)	0	9,066	1984.0	 - 
Oregon	Ronald Reagan	7	685,700	1984.0	Republican
Oregon	Walter Mondale	0	536,479	1984.0	Democratic
Oregon	Other (+)	0	4,348	1984.0	 - 
Pennsylvania	Ronald Reagan	25	2,584,323	1984.0	Republican
Pennsylvania	Walter Mondale	0	2,228,131	1984.0	Democratic
Pennsylvania	Other (+)	0	32,449	1984.0	 - 
Rhode Island	Ronald Reagan	4	212,080	1984.0	Republican
Rhode Island	Walter Mondale	0	197,106	1984.0	Democratic
Rhode Island	Other (+)	0	1,306	1984.0	 - 
South Carolina	Ronald Reagan	8	615,539	1984.0	Republican
South Carolina	Walter Mondale	0	344,470	1984.0	Democratic
South Carolina	Other (+)	0	8,531	1984.0	 - 
South Dakota	Ronald Reagan	3	200,267	1984.0	Republican
South Dakota	Walter Mondale	0	116,113	1984.0	Democratic
South Dakota	Other (+)	0	1,487	1984.0	 - 
Tennessee	Ronald Reagan	11	990,212	1984.0	Republican
Tennessee	Walter Mondale	0	711,714	1984.0	Democratic
Tennessee	Other (+)	0	10,067	1984.0	 - 
Texas	Ronald Reagan	29	3,433,428	1984.0	Republican
Texas	Walter Mondale	0	1,949,276	1984.0	Democratic
Texas	Other (+)	0	14,867	1984.0	 - 
Utah	Ronald Reagan	5	469,105	1984.0	Republican
Utah	Walter Mondale	0	155,369	1984.0	Democratic
Utah	Other (+)	0	5,182	1984.0	 - 
Vermont	Ronald Reagan	3	135,865	1984.0	Republican
Vermont	Walter Mondale	0	95,730	1984.0	Democratic
Vermont	Other (+)	0	2,966	1984.0	 - 
Virginia	Ronald Reagan	12	1,337,078	1984.0	Republican
Virginia	Walter Mondale	0	796,250	1984.0	Democratic
Virginia	Other (+)	0	13,307	1984.0	 - 
Washington	Ronald Reagan	10	1,051,670	1984.0	Republican
Washington	Walter Mondale	0	807,352	1984.0	Democratic
Washington	Other (+)	0	24,888	1984.0	 - 
West Virginia	Ronald Reagan	6	405,483	1984.0	Republican
West Virginia	Walter Mondale	0	328,125	1984.0	Democratic
West Virginia	Other (+)	0	2,134	1984.0	 - 
Wisconsin	Ronald Reagan	11	1,198,800	1984.0	Republican
Wisconsin	Walter Mondale	0	995,847	1984.0	Democratic
Wisconsin	Other (+)	0	17,369	1984.0	 - 
Alabama	George Bush	9	815,576	1988.0	Republican
Alabama	Michael Dukakis	0	549,506	1988.0	Democratic
Alabama	Other (+)	0	13,394	1988.0	 - 
Alaska	George Bush	3	119,251	1988.0	Republican
Alaska	Michael Dukakis	0	72,584	1988.0	Democratic
Alaska	Other (+)	0	8,281	1988.0	 - 
Arizona	George Bush	7	702,541	1988.0	Republican
Arizona	Michael Dukakis	0	454,029	1988.0	Democratic
Arizona	Other (+)	0	15,303	1988.0	 - 
Arkansas	George Bush	6	466,578	1988.0	Republican
Arkansas	Michael Dukakis	0	349,237	1988.0	Democratic
Arkansas	Other (+)	0	11,923	1988.0	 - 
California	George Bush	47	5,054,917	1988.0	Republican
California	Michael Dukakis	0	4,702,233	1988.0	Democratic
California	Other (+)	0	129,914	1988.0	 - 
Colorado	George Bush	8	728,177	1988.0	Republican
Colorado	Michael Dukakis	0	621,453	1988.0	Democratic
Colorado	Other (+)	0	22,764	1988.0	 - 
Connecticut	George Bush	8	750,241	1988.0	Republican
Connecticut	Michael Dukakis	0	676,584	1988.0	Democratic
Connecticut	Other (+)	0	16,569	1988.0	 - 
Delaware	George Bush	3	139,639	1988.0	Republican
Delaware	Michael Dukakis	0	108,647	1988.0	Democratic
Delaware	Other (+)	0	1,605	1988.0	 - 
D. C.	George Bush	0	27,590	1988.0	Republican
D. C.	Michael Dukakis	3	159,407	1988.0	Democratic
D. C.	Other (+)	0	5,880	1988.0	 - 
Florida	George Bush	21	2,618,885	1988.0	Republican
Florida	Michael Dukakis	0	1,656,701	1988.0	Democratic
Florida	Other (+)	0	26,727	1988.0	 - 
Georgia	George Bush	12	1,081,331	1988.0	Republican
Georgia	Michael Dukakis	0	714,792	1988.0	Democratic
Georgia	Other (+)	0	13,549	1988.0	 - 
Hawaii	George Bush	0	158,625	1988.0	Republican
Hawaii	Michael Dukakis	4	192,364	1988.0	Democratic
Hawaii	Other (+)	0	3,472	1988.0	 - 
Idaho	George Bush	4	253,881	1988.0	Republican
Idaho	Michael Dukakis	0	147,272	1988.0	Democratic
Idaho	Other (+)	0	7,815	1988.0	 - 
Illinois	George Bush	24	2,310,939	1988.0	Republican
Illinois	Michael Dukakis	0	2,215,940	1988.0	Democratic
Illinois	Other (+)	0	32,241	1988.0	 - 
Indiana	George Bush	12	1,297,763	1988.0	Republican
Indiana	Michael Dukakis	0	860,643	1988.0	Democratic
Indiana	Other (+)	0	10,215	1988.0	 - 
Iowa	George Bush	0	545,355	1988.0	Republican
Iowa	Michael Dukakis	8	670,557	1988.0	Democratic
Iowa	Other (+)	0	9,702	1988.0	 - 
Kansas	George Bush	7	554,049	1988.0	Republican
Kansas	Michael Dukakis	0	422,636	1988.0	Democratic
Kansas	Other (+)	0	16,359	1988.0	 - 
Kentucky	George Bush	9	734,281	1988.0	Republican
Kentucky	Michael Dukakis	0	580,368	1988.0	Democratic
Kentucky	Other (+)	0	7,868	1988.0	 - 
Louisiana	George Bush	10	883,702	1988.0	Republican
Louisiana	Michael Dukakis	0	717,460	1988.0	Democratic
Louisiana	Other (+)	0	27,040	1988.0	 - 
Maine	George Bush	4	307,131	1988.0	Republican
Maine	Michael Dukakis	0	243,569	1988.0	Democratic
Maine	Other (+)	0	4,335	1988.0	 - 
Maryland	George Bush	10	876,167	1988.0	Republican
Maryland	Michael Dukakis	0	826,304	1988.0	Democratic
Maryland	Other (+)	0	11,887	1988.0	 - 
Massachusetts	George Bush	0	1,194,644	1988.0	Republican
Massachusetts	Michael Dukakis	13	1,401,406	1988.0	Democratic
Massachusetts	Other (+)	0	36,755	1988.0	 - 
Michigan	George Bush	20	1,965,486	1988.0	Republican
Michigan	Michael Dukakis	0	1,675,783	1988.0	Democratic
Michigan	Other (+)	0	27,894	1988.0	 - 
Minnesota	George Bush	0	962,337	1988.0	Republican
Minnesota	Michael Dukakis	10	1,109,471	1988.0	Democratic
Minnesota	Other (+)	0	24,982	1988.0	 - 
Mississippi	George Bush	7	557,890	1988.0	Republican
Mississippi	Michael Dukakis	0	363,921	1988.0	Democratic
Mississippi	Other (+)	0	9,716	1988.0	 - 
Missouri	George Bush	11	1,084,953	1988.0	Republican
Missouri	Michael Dukakis	0	1,001,619	1988.0	Democratic
Missouri	Other (+)	0	6,656	1988.0	 - 
Montana	George Bush	4	190,412	1988.0	Republican
Montana	Michael Dukakis	0	168,936	1988.0	Democratic
Montana	Other (+)	0	6,326	1988.0	 - 
Nebraska	George Bush	5	398,447	1988.0	Republican
Nebraska	Michael Dukakis	0	259,646	1988.0	Democratic
Nebraska	Other (+)	0	4,279	1988.0	 - 
Nevada	George Bush	4	206,040	1988.0	Republican
Nevada	Michael Dukakis	0	132,738	1988.0	Democratic
Nevada	Other (+)	0	11,289	1988.0	 - 
New Hampshire	George Bush	4	281,537	1988.0	Republican
New Hampshire	Michael Dukakis	0	163,696	1988.0	Democratic
New Hampshire	Other (+)	0	5,292	1988.0	 - 
New Jersey	George Bush	16	1,743,192	1988.0	Republican
New Jersey	Michael Dukakis	0	1,320,352	1988.0	Democratic
New Jersey	Other (+)	0	36,009	1988.0	 - 
New Mexico	George Bush	5	270,341	1988.0	Republican
New Mexico	Michael Dukakis	0	244,497	1988.0	Democratic
New Mexico	Other (+)	0	6,449	1988.0	 - 
New York	George Bush	0	3,081,871	1988.0	Republican
New York	Michael Dukakis	36	3,347,882	1988.0	Democratic
New York	Other (+)	0	55,930	1988.0	 - 
North Carolina	George Bush	13	1,237,258	1988.0	Republican
North Carolina	Michael Dukakis	0	890,167	1988.0	Democratic
North Carolina	Other (+)	0	6,945	1988.0	 - 
North Dakota	George Bush	3	166,559	1988.0	Republican
North Dakota	Michael Dukakis	0	127,739	1988.0	Democratic
North Dakota	Other (+)	0	2,963	1988.0	 - 
Ohio	George Bush	23	2,416,549	1988.0	Republican
Ohio	Michael Dukakis	0	1,939,629	1988.0	Democratic
Ohio	Other (+)	0	37,521	1988.0	 - 
Oklahoma	George Bush	8	678,367	1988.0	Republican
Oklahoma	Michael Dukakis	0	483,423	1988.0	Democratic
Oklahoma	Other (+)	0	9,246	1988.0	 - 
Oregon	George Bush	0	560,126	1988.0	Republican
Oregon	Michael Dukakis	7	616,206	1988.0	Democratic
Oregon	Other (+)	0	25,362	1988.0	 - 
Pennsylvania	George Bush	25	2,300,087	1988.0	Republican
Pennsylvania	Michael Dukakis	0	2,194,944	1988.0	Democratic
Pennsylvania	Other (+)	0	41,220	1988.0	 - 
Rhode Island	George Bush	0	177,761	1988.0	Republican
Rhode Island	Michael Dukakis	4	225,123	1988.0	Democratic
Rhode Island	Other (+)	0	1,736	1988.0	 - 
South Carolina	George Bush	8	606,443	1988.0	Republican
South Carolina	Michael Dukakis	0	370,554	1988.0	Democratic
South Carolina	Other (+)	0	9,012	1988.0	 - 
South Dakota	George Bush	3	165,415	1988.0	Republican
South Dakota	Michael Dukakis	0	145,560	1988.0	Democratic
South Dakota	Other (+)	0	2,016	1988.0	 - 
Tennessee	George Bush	11	947,233	1988.0	Republican
Tennessee	Michael Dukakis	0	679,794	1988.0	Democratic
Tennessee	Other (+)	0	9,223	1988.0	 - 
Texas	George Bush	29	3,036,829	1988.0	Republican
Texas	Michael Dukakis	0	2,352,748	1988.0	Democratic
Texas	Other (+)	0	37,833	1988.0	 - 
Utah	George Bush	5	428,442	1988.0	Republican
Utah	Michael Dukakis	0	207,343	1988.0	Democratic
Utah	Other (+)	0	11,223	1988.0	 - 
Vermont	George Bush	3	124,331	1988.0	Republican
Vermont	Michael Dukakis	0	115,775	1988.0	Democratic
Vermont	Other (+)	0	3,227	1988.0	 - 
Virginia	George Bush	12	1,309,162	1988.0	Republican
Virginia	Michael Dukakis	0	859,799	1988.0	Democratic
Virginia	Other (+)	0	22,648	1988.0	 - 
Washington	George Bush	0	903,835	1988.0	Republican
Washington	Michael Dukakis	10	933,516	1988.0	Democratic
Washington	Other (+)	0	27,902	1988.0	 - 
West Virginia	George Bush	0	310,065	1988.0	Republican
West Virginia	Michael Dukakis	5	341,016	1988.0	Democratic
West Virginia	Other (+)	0	2,230	1988.0	 - 
Wisconsin	George Bush	0	1,047,499	1988.0	Republican
Wisconsin	Michael Dukakis	11	1,126,794	1988.0	Democratic
Wisconsin	Other (+)	0	17,315	1988.0	 - 
Alabama	William Clinton	0	690,080	1992.0	Democratic
Alabama	George Bush	9	804,283	1992.0	Republican
Alabama	H. Ross Perot	0	183,109	1992.0	Independent
Alabama	Other (+)	0	10,588	1992.0	 - 
Alaska	William Clinton	0	78,294	1992.0	Democratic
Alaska	George Bush	3	102,000	1992.0	Republican
Alaska	H. Ross Perot	0	73,481	1992.0	Independent
Alaska	Other (+)	0	4,731	1992.0	 - 
Arizona	William Clinton	0	543,050	1992.0	Democratic
Arizona	George Bush	8	572,086	1992.0	Republican
Arizona	H. Ross Perot	0	353,741	1992.0	Independent
Arizona	Other (+)	0	18,129	1992.0	 - 
Arkansas	William Clinton	6	505,823	1992.0	Democratic
Arkansas	George Bush	0	337,324	1992.0	Republican
Arkansas	H. Ross Perot	0	99,132	1992.0	Independent
Arkansas	Other (+)	0	8,374	1992.0	 - 
California	William Clinton	54	5,121,325	1992.0	Democratic
California	George Bush	0	3,630,574	1992.0	Republican
California	H. Ross Perot	0	2,296,006	1992.0	Independent
California	Other (+)	0	83,816	1992.0	 - 
Colorado	William Clinton	8	629,681	1992.0	Democratic
Colorado	George Bush	0	562,850	1992.0	Republican
Colorado	H. Ross Perot	0	366,010	1992.0	Independent
Colorado	Other (+)	0	10,639	1992.0	 - 
Connecticut	William Clinton	8	682,318	1992.0	Democratic
Connecticut	George Bush	0	578,313	1992.0	Republican
Connecticut	H. Ross Perot	0	348,771	1992.0	Independent
Connecticut	Other (+)	0	6,930	1992.0	 - 
Delaware	William Clinton	3	126,054	1992.0	Democratic
Delaware	George Bush	0	102,313	1992.0	Republican
Delaware	H. Ross Perot	0	59,213	1992.0	Independent
Delaware	Other (+)	0	2,155	1992.0	 - 
D. C.	William Clinton	3	192,619	1992.0	Democratic
D. C.	George Bush	0	20,698	1992.0	Republican
D. C.	H. Ross Perot	0	9,681	1992.0	Independent
D. C.	Other (+)	0	4,574	1992.0	 - 
Florida	William Clinton	0	2,072,698	1992.0	Democratic
Florida	George Bush	25	2,173,310	1992.0	Republican
Florida	H. Ross Perot	0	1,053,067	1992.0	Independent
Florida	Other (+)	0	15,317	1992.0	 - 
Georgia	William Clinton	13	1,008,966	1992.0	Democratic
Georgia	George Bush	0	995,252	1992.0	Republican
Georgia	H. Ross Perot	0	309,657	1992.0	Independent
Georgia	Other (+)	0	7,258	1992.0	 - 
Hawaii	William Clinton	4	179,310	1992.0	Democratic
Hawaii	George Bush	0	136,822	1992.0	Republican
Hawaii	H. Ross Perot	0	53,003	1992.0	Independent
Hawaii	Other (+)	0	3,707	1992.0	 - 
Idaho	William Clinton	0	137,013	1992.0	Democratic
Idaho	George Bush	4	202,645	1992.0	Republican
Idaho	H. Ross Perot	0	130,395	1992.0	Independent
Idaho	Other (+)	0	12,089	1992.0	 - 
Illinois	William Clinton	22	2,453,350	1992.0	Democratic
Illinois	George Bush	0	1,734,096	1992.0	Republican
Illinois	H. Ross Perot	0	840,515	1992.0	Independent
Illinois	Other (+)	0	22,196	1992.0	 - 
Indiana	William Clinton	0	848,420	1992.0	Democratic
Indiana	George Bush	12	989,375	1992.0	Republican
Indiana	H. Ross Perot	0	455,934	1992.0	Independent
Indiana	Other (+)	0	12,142	1992.0	 - 
Iowa	William Clinton	7	586,353	1992.0	Democratic
Iowa	George Bush	0	504,891	1992.0	Republican
Iowa	H. Ross Perot	0	253,468	1992.0	Independent
Iowa	Other (+)	0	9,895	1992.0	 - 
Kansas	William Clinton	0	390,434	1992.0	Democratic
Kansas	George Bush	6	449,951	1992.0	Republican
Kansas	H. Ross Perot	0	312,358	1992.0	Independent
Kansas	Other (+)	0	4,493	1992.0	 - 
Kentucky	William Clinton	8	665,104	1992.0	Democratic
Kentucky	George Bush	0	617,178	1992.0	Republican
Kentucky	H. Ross Perot	0	203,944	1992.0	Independent
Kentucky	Other (+)	0	6,674	1992.0	 - 
Louisiana	William Clinton	9	815,971	1992.0	Democratic
Louisiana	George Bush	0	733,386	1992.0	Republican
Louisiana	H. Ross Perot	0	211,478	1992.0	Independent
Louisiana	Other (+)	0	29,182	1992.0	 - 
Maine	William Clinton	4	263,420	1992.0	Democratic
Maine	George Bush	0	206,504	1992.0	Republican
Maine	H. Ross Perot	0	206,820	1992.0	Independent
Maine	Other (+)	0	2,755	1992.0	 - 
Maryland	William Clinton	10	988,571	1992.0	Democratic
Maryland	George Bush	0	707,094	1992.0	Republican
Maryland	H. Ross Perot	0	281,414	1992.0	Independent
Maryland	Other (+)	0	7,967	1992.0	 - 
Massachusetts	William Clinton	12	1,318,662	1992.0	Democratic
Massachusetts	George Bush	0	805,049	1992.0	Republican
Massachusetts	H. Ross Perot	0	632,312	1992.0	Independent
Massachusetts	Other (+)	0	17,551	1992.0	 - 
Michigan	William Clinton	18	1,871,182	1992.0	Democratic
Michigan	George Bush	0	1,554,940	1992.0	Republican
Michigan	H. Ross Perot	0	824,813	1992.0	Independent
Michigan	Other (+)	0	23,738	1992.0	 - 
Minnesota	William Clinton	10	1,020,997	1992.0	Democratic
Minnesota	George Bush	0	747,841	1992.0	Republican
Minnesota	H. Ross Perot	0	562,506	1992.0	Independent
Minnesota	Other (+)	0	16,604	1992.0	 - 
Mississippi	William Clinton	0	400,258	1992.0	Democratic
Mississippi	George Bush	7	487,793	1992.0	Republican
Mississippi	H. Ross Perot	0	85,626	1992.0	Independent
Mississippi	Other (+)	0	8,116	1992.0	 - 
Missouri	William Clinton	11	1,053,873	1992.0	Democratic
Missouri	George Bush	0	811,159	1992.0	Republican
Missouri	H. Ross Perot	0	518,741	1992.0	Independent
Missouri	Other (+)	0	7,792	1992.0	 - 
Montana	William Clinton	3	154,507	1992.0	Democratic
Montana	George Bush	0	144,207	1992.0	Republican
Montana	H. Ross Perot	0	107,225	1992.0	Independent
Montana	Other (+)	0	4,672	1992.0	 - 
Nebraska	William Clinton	0	217,344	1992.0	Democratic
Nebraska	George Bush	5	344,346	1992.0	Republican
Nebraska	H. Ross Perot	0	174,687	1992.0	Independent
Nebraska	Other (+)	0	2,906	1992.0	 - 
Nevada	William Clinton	4	189,148	1992.0	Democratic
Nevada	George Bush	0	175,828	1992.0	Republican
Nevada	H. Ross Perot	0	132,580	1992.0	Independent
Nevada	Other (+)	0	8,762	1992.0	 - 
New Hampshire	William Clinton	4	209,040	1992.0	Democratic
New Hampshire	George Bush	0	202,484	1992.0	Republican
New Hampshire	H. Ross Perot	0	121,337	1992.0	Independent
New Hampshire	Other (+)	0	5,084	1992.0	 - 
New Jersey	William Clinton	15	1,436,206	1992.0	Democratic
New Jersey	George Bush	0	1,356,865	1992.0	Republican
New Jersey	H. Ross Perot	0	521,829	1992.0	Independent
New Jersey	Other (+)	0	28,694	1992.0	 - 
New Mexico	William Clinton	5	261,617	1992.0	Democratic
New Mexico	George Bush	0	212,824	1992.0	Republican
New Mexico	H. Ross Perot	0	91,895	1992.0	Independent
New Mexico	Other (+)	0	3,650	1992.0	 - 
New York	William Clinton	33	3,444,450	1992.0	Democratic
New York	George Bush	0	2,346,649	1992.0	Republican
New York	H. Ross Perot	0	1,090,721	1992.0	Independent
New York	Other (+)	0	45,105	1992.0	 - 
North Carolina	William Clinton	0	1,114,042	1992.0	Democratic
North Carolina	George Bush	14	1,134,661	1992.0	Republican
North Carolina	H. Ross Perot	0	357,864	1992.0	Independent
North Carolina	Other (+)	0	5,283	1992.0	 - 
North Dakota	William Clinton	0	99,168	1992.0	Democratic
North Dakota	George Bush	3	136,244	1992.0	Republican
North Dakota	H. Ross Perot	0	71,084	1992.0	Independent
North Dakota	Other (+)	0	1,637	1992.0	 - 
Ohio	William Clinton	21	1,984,942	1992.0	Democratic
Ohio	George Bush	0	1,894,310	1992.0	Republican
Ohio	H. Ross Perot	0	1,036,426	1992.0	Independent
Ohio	Other (+)	0	24,286	1992.0	 - 
Oklahoma	William Clinton	0	473,066	1992.0	Democratic
Oklahoma	George Bush	8	592,929	1992.0	Republican
Oklahoma	H. Ross Perot	0	319,878	1992.0	Independent
Oklahoma	Other (+)	0	4,486	1992.0	 - 
Oregon	William Clinton	7	621,314	1992.0	Democratic
Oregon	George Bush	0	475,757	1992.0	Republican
Oregon	H. Ross Perot	0	354,091	1992.0	Independent
Oregon	Other (+)	0	11,481	1992.0	 - 
Pennsylvania	William Clinton	23	2,239,164	1992.0	Democratic
Pennsylvania	George Bush	0	1,791,841	1992.0	Republican
Pennsylvania	H. Ross Perot	0	902,667	1992.0	Independent
Pennsylvania	Other (+)	0	26,138	1992.0	 - 
Rhode Island	William Clinton	4	213,299	1992.0	Democratic
Rhode Island	George Bush	0	131,601	1992.0	Republican
Rhode Island	H. Ross Perot	0	105,045	1992.0	Independent
Rhode Island	Other (+)	0	3,533	1992.0	 - 
South Carolina	William Clinton	0	479,514	1992.0	Democratic
South Carolina	George Bush	8	577,507	1992.0	Republican
South Carolina	H. Ross Perot	0	138,872	1992.0	Independent
South Carolina	Other (+)	0	6,634	1992.0	 - 
South Dakota	William Clinton	0	124,888	1992.0	Democratic
South Dakota	George Bush	3	136,718	1992.0	Republican
South Dakota	H. Ross Perot	0	73,295	1992.0	Independent
South Dakota	Other (+)	0	1,353	1992.0	 - 
Tennessee	William Clinton	11	933,521	1992.0	Democratic
Tennessee	George Bush	0	841,300	1992.0	Republican
Tennessee	H. Ross Perot	0	199,968	1992.0	Independent
Tennessee	Other (+)	0	7,849	1992.0	 - 
Texas	William Clinton	0	2,281,815	1992.0	Democratic
Texas	George Bush	32	2,496,071	1992.0	Republican
Texas	H. Ross Perot	0	1,354,781	1992.0	Independent
Texas	Other (+)	0	21,351	1992.0	 - 
Utah	William Clinton	0	183,429	1992.0	Democratic
Utah	George Bush	5	322,632	1992.0	Republican
Utah	H. Ross Perot	0	203,400	1992.0	Independent
Utah	Other (+)	0	34,608	1992.0	 - 
Vermont	William Clinton	3	133,592	1992.0	Democratic
Vermont	George Bush	0	88,122	1992.0	Republican
Vermont	H. Ross Perot	0	65,991	1992.0	Independent
Vermont	Other (+)	0	1,996	1992.0	 - 
Virginia	William Clinton	0	1,038,650	1992.0	Democratic
Virginia	George Bush	13	1,150,517	1992.0	Republican
Virginia	H. Ross Perot	0	348,639	1992.0	Independent
Virginia	Other (+)	0	20,859	1992.0	 - 
Washington	William Clinton	11	993,037	1992.0	Democratic
Washington	George Bush	0	731,234	1992.0	Republican
Washington	H. Ross Perot	0	541,780	1992.0	Independent
Washington	Other (+)	0	22,179	1992.0	 - 
West Virginia	William Clinton	5	331,001	1992.0	Democratic
West Virginia	George Bush	0	241,974	1992.0	Republican
West Virginia	H. Ross Perot	0	108,829	1992.0	Independent
West Virginia	Other (+)	0	1,907	1992.0	 - 
Wisconsin	William Clinton	11	1,041,066	1992.0	Democratic
Wisconsin	George Bush	0	930,855	1992.0	Republican
Wisconsin	H. Ross Perot	0	544,479	1992.0	Independent
Wisconsin	Other (+)	0	14,714	1992.0	 - 
Alabama	William Clinton	0	662,165	1996.0	Democratic
Alabama	Robert Dole	9	769,044	1996.0	Republican
Alabama	H. Ross Perot	0	92,149	1996.0	Reform
Alabama	Other (+)	0	10,991	1996.0	 - 
Alaska	William Clinton	0	80,380	1996.0	Democratic
Alaska	Robert Dole	3	122,746	1996.0	Republican
Alaska	H. Ross Perot	0	26,333	1996.0	Reform
Alaska	Other (+)	0	12,161	1996.0	 - 
Arizona	William Clinton	8	653,288	1996.0	Democratic
Arizona	Robert Dole	0	622,073	1996.0	Republican
Arizona	H. Ross Perot	0	112,072	1996.0	Reform
Arizona	Other (+)	0	16,972	1996.0	 - 
Arkansas	William Clinton	6	475,171	1996.0	Democratic
Arkansas	Robert Dole	0	325,416	1996.0	Republican
Arkansas	H. Ross Perot	0	69,884	1996.0	Reform
Arkansas	Other (+)	0	13,791	1996.0	 - 
California	William Clinton	54	5,119,835	1996.0	Democratic
California	Robert Dole	0	3,828,380	1996.0	Republican
California	H. Ross Perot	0	697,847	1996.0	Reform
California	Other (+)	0	373,422	1996.0	 - 
Colorado	William Clinton	0	671,152	1996.0	Democratic
Colorado	Robert Dole	8	691,848	1996.0	Republican
Colorado	H. Ross Perot	0	99,629	1996.0	Reform
Colorado	Other (+)	0	48,075	1996.0	 - 
Connecticut	William Clinton	8	735,740	1996.0	Democratic
Connecticut	Robert Dole	0	483,109	1996.0	Republican
Connecticut	H. Ross Perot	0	139,523	1996.0	Reform
Connecticut	Other (+)	0	34,242	1996.0	 - 
Delaware	William Clinton	3	140,355	1996.0	Democratic
Delaware	Robert Dole	0	99,062	1996.0	Republican
Delaware	H. Ross Perot	0	28,719	1996.0	Reform
Delaware	Other (+)	0	2,948	1996.0	 - 
D. C.	William Clinton	3	158,220	1996.0	Democratic
D. C.	Robert Dole	0	17,339	1996.0	Republican
D. C.	H. Ross Perot	0	3,611	1996.0	Reform
D. C.	Other (+)	0	6,556	1996.0	 - 
Florida	William Clinton	25	2,546,870	1996.0	Democratic
Florida	Robert Dole	0	2,244,536	1996.0	Republican
Florida	H. Ross Perot	0	483,870	1996.0	Reform
Florida	Other (+)	0	28,518	1996.0	 - 
Georgia	William Clinton	0	1,053,849	1996.0	Democratic
Georgia	Robert Dole	13	1,080,843	1996.0	Republican
Georgia	H. Ross Perot	0	146,337	1996.0	Reform
Georgia	Other (+)	0	18,042	1996.0	 - 
Hawaii	William Clinton	4	205,012	1996.0	Democratic
Hawaii	Robert Dole	0	113,943	1996.0	Republican
Hawaii	H. Ross Perot	0	27,358	1996.0	Reform
Hawaii	Other (+)	0	13,807	1996.0	 - 
Idaho	William Clinton	0	165,443	1996.0	Democratic
Idaho	Robert Dole	4	256,595	1996.0	Republican
Idaho	H. Ross Perot	0	62,518	1996.0	Reform
Idaho	Other (+)	0	7,163	1996.0	 - 
Illinois	William Clinton	22	2,341,744	1996.0	Democratic
Illinois	Robert Dole	0	1,587,021	1996.0	Republican
Illinois	H. Ross Perot	0	346,408	1996.0	Reform
Illinois	Other (+)	0	36,218	1996.0	 - 
Indiana	William Clinton	0	887,424	1996.0	Democratic
Indiana	Robert Dole	12	1,006,693	1996.0	Republican
Indiana	H. Ross Perot	0	224,299	1996.0	Reform
Indiana	Other (+)	0	17,426	1996.0	 - 
Iowa	William Clinton	7	620,258	1996.0	Democratic
Iowa	Robert Dole	0	492,644	1996.0	Republican
Iowa	H. Ross Perot	0	105,159	1996.0	Reform
Iowa	Other (+)	0	16,014	1996.0	 - 
Kansas	William Clinton	0	387,659	1996.0	Democratic
Kansas	Robert Dole	6	583,245	1996.0	Republican
Kansas	H. Ross Perot	0	92,639	1996.0	Reform
Kansas	Other (+)	0	10,757	1996.0	 - 
Kentucky	William Clinton	8	636,614	1996.0	Democratic
Kentucky	Robert Dole	0	623,283	1996.0	Republican
Kentucky	H. Ross Perot	0	120,396	1996.0	Reform
Kentucky	Other (+)	0	8,415	1996.0	 - 
Louisiana	William Clinton	9	927,837	1996.0	Democratic
Louisiana	Robert Dole	0	712,586	1996.0	Republican
Louisiana	H. Ross Perot	0	123,293	1996.0	Reform
Louisiana	Other (+)	0	20,243	1996.0	 - 
Maine	William Clinton	4	312,788	1996.0	Democratic
Maine	Robert Dole	0	186,378	1996.0	Republican
Maine	H. Ross Perot	0	85,970	1996.0	Reform
Maine	Other (+)	0	20,761	1996.0	 - 
Maryland	William Clinton	10	966,207	1996.0	Democratic
Maryland	Robert Dole	0	681,530	1996.0	Republican
Maryland	H. Ross Perot	0	115,812	1996.0	Reform
Maryland	Other (+)	0	17,321	1996.0	 - 
Massachusetts	William Clinton	12	1,571,763	1996.0	Democratic
Massachusetts	Robert Dole	0	718,107	1996.0	Republican
Massachusetts	H. Ross Perot	0	227,217	1996.0	Reform
Massachusetts	Other (+)	0	39,698	1996.0	 - 
Michigan	William Clinton	18	1,989,653	1996.0	Democratic
Michigan	Robert Dole	0	1,481,212	1996.0	Republican
Michigan	H. Ross Perot	0	336,670	1996.0	Reform
Michigan	Other (+)	0	41,309	1996.0	 - 
Minnesota	William Clinton	10	1,120,438	1996.0	Democratic
Minnesota	Robert Dole	0	766,476	1996.0	Republican
Minnesota	H. Ross Perot	0	257,704	1996.0	Reform
Minnesota	Other (+)	0	48,022	1996.0	 - 
Mississippi	William Clinton	0	394,022	1996.0	Democratic
Mississippi	Robert Dole	7	439,838	1996.0	Republican
Mississippi	H. Ross Perot	0	52,222	1996.0	Reform
